RN,CCTVID,CCTVNAME,CENTERNAME,XCOORD,YCOORD
9175,E900513,[국도43호선]화성팔탄입구3,국가교통정보센터(국도),126.9318288,37.1636191
9176,E900514,[국도43호선]화성향남교차로,국가교통정보센터(국도),126.925385,37.111568
9177,E900515,[국도43호선]화성향남주공2단지앞,국가교통정보센터(국도),126.918084,37.118459
9178,E904147,[국도44]인제관벌교차로,국가교통정보센터(국도),128.241315,38.139469
9179,E904148,[국도44]인제남전1교,국가교통정보센터(국도),128.120441,38.005617
9180,E904149,[국도44]인제다물교차로,국가교통정보센터(국도),128.064498,37.94369
9181,E904150,[국도44]인제덕산교차로,국가교통정보센터(국도),128.181295,38.08762
9182,E904151,[국도44]인제새마을교차로,국가교통정보센터(국도),128.096885,37.98324
9183,E904152,[국도44]인제신남교차로,국가교통정보센터(국도),128.075748,37.965246
9184,E904153,[국도44]인제인제교차로,국가교통정보센터(국도),128.175172,38.064697
9185,E904154,[국도44]홍천갈마곡교차로,국가교통정보센터(국도),127.895174,37.689553
9186,E904155,[국도44]홍천검율교북측,국가교통정보센터(국도),127.917263,37.704194
9187,E904156,[국도44]홍천검율교차로,국가교통정보센터(국도),127.910629,37.696447
9188,E904157,[국도44]홍천말고개교차로,국가교통정보센터(국도),127.981545,37.786342
9189,E904158,[국도44]홍천상오안농공단지,국가교통정보센터(국도),127.819455,37.653085
9190,E904159,[국도44]홍천성산2교,국가교통정보센터(국도),127.962418,37.771308
9191,E904160,[국도44]홍천연봉리,국가교통정보센터(국도),127.884249,37.682658
9192,E904161,[국도44]홍천원거교차로,국가교통정보센터(국도),128.045002,37.908921
9193,E904162,[국도44]홍천원평교차로,국가교통정보센터(국도),127.972321,37.778403
9194,E904163,[국도44]홍천월천리삼거리,국가교통정보센터(국도),127.776294,37.620468
9195,E904164,[국도44]홍천자은교차로,국가교통정보센터(국도),128.023115,37.8716
9196,E904165,[국도44]홍천하오안교,국가교통정보센터(국도),127.839464,37.665443
9197,E904166,[국도44]홍천향교골교차로,국가교통정보센터(국도),128.001145,37.81978
9198,E904167,[국도44]홍천홍천IC,국가교통정보센터(국도),127.853108,37.671467
9199,E904168,[국도44호선]덕산작업대기소,국가교통정보센터(국도),128.183666,38.098763
9200,E904169,[국도44호선]두촌면역내리,국가교통정보센터(국도),128.019146,37.847989
9201,E904170,[국도44호선]북면교차로,국가교통정보센터(국도),128.200192,38.112697
9202,E904171,[국도44호선]상오안교(하),국가교통정보센터(국도),127.813954,37.648722
9203,E904172,[국도44호선]성산교차로,국가교통정보센터(국도),127.95484,37.763123
9204,E904173,[국도44호선]신풍교차로,국가교통정보센터(국도),128.073404,37.960098
9205,E904174,[국도44호선]약수휴게소,국가교통정보센터(국도),128.12976,38.025335
9206,E900516,[국도44호선]양양한계령오색,국가교통정보센터(국도),128.449358,38.084809
9207,E900517,[국도44호선]양양한계령정상,국가교통정보센터(국도),128.406541,38.097529
9208,E900518,[국도44호선]양평다대교,국가교통정보센터(국도),127.727313888889,37.5669111111111
9209,E904175,[국도44호선]오안초등학교(하),국가교통정보센터(국도),127.830519,37.660138
9210,E904176,[국도44호선]와동교차로(상),국가교통정보센터(국도),127.92407,37.71563
9211,E904177,[국도44호선]용소교차로,국가교통정보센터(국도),128.02008,37.863888
9212,E904178,[국도44호선]원동교차로,국가교통정보센터(국도),128.023226,37.884921
9213,E904179,[국도44호선]원통교차로,국가교통정보센터(국도),128.22217,38.129368
9214,E900519,[국도44호선]인제과훈단교차로,국가교통정보센터(국도),128.06016,37.926398
9215,E904180,[국도44호선]인제남전리,국가교통정보센터(국도),128.135508,38.034425
9216,E904183,[국도44호선]인제대교,국가교통정보센터(국도),128.15715,38.0426
9217,E904181,[국도44호선]인제부평교차로,국가교통정보센터(국도),128.105046,37.990492
9218,E900520,[국도44호선]인제신남대교,국가교통정보센터(국도),128.08087,37.973665
9219,E900521,[국도44호선]인제한계교차로,국가교통정보센터(국도),128.253663,38.139175
9220,E904182,[국도44호선]인제한계리,국가교통정보센터(국도),128.32901,38.120041
9221,E904184,[국도44호선]장남교차로,국가교통정보센터(국도),128.037178,37.897534
9222,E904185,[국도44호선]철정교차로,국가교통정보센터(국도),127.99256,37.80617
9223,E904186,[국도44호선]청구교차로,국가교통정보센터(국도),128.11575,38.00046
9224,E904187,[국도44호선]추평교차로,국가교통정보센터(국도),128.009055,37.82815
9225,E900522,[국도44호선]춘천양덕원교차로,국가교통정보센터(국도),127.768844,37.61035
9226,E904188,[국도44호선]합강정,국가교통정보센터(국도),128.18602,38.0764
9227,E900523,[국도44호선]홍천구성포교차로,국가교통정보센터(국도),127.949988,37.747941
9228,E900524,[국도44호선]홍천둔지교삼거리,국가교통정보센터(국도),127.858728,37.678838
9229,E904189,[국도44호선]홍천며느리재휴게소,국가교통정보센터(국도),127.777468,37.627919
9230,E900525,[국도44호선]홍천연봉교,국가교통정보센터(국도),127.872707,37.679708
9231,E904190,[국도45]남양주금신마을,국가교통정보센터(국도),127.3545214,37.63556706
9232,E900526,[국도45]서산대곡2교,국가교통정보센터(국도),126.586346,36.668258
9233,E900527,[국도45]서산대곡교차로,국가교통정보센터(국도),126.578949,36.672474
9234,E900528,[국도45]서산산수1교,국가교통정보센터(국도),126.570263,36.699981
9235,E900529,[국도45]서산잠양교차로,국가교통정보센터(국도),126.551161,36.708385
9236,E900530,[국도45]서산한서대입구,국가교통정보센터(국도),126.57935,36.685934
9237,E900531,[국도45]서산해미천교,국가교통정보센터(국도),126.560794,36.702772
9238,E904191,[국도45]아산방현리,국가교통정보센터(국도),127.00935,36.82125
9239,E904192,[국도45]아산방현사거리,국가교통정보센터(국도),127.0063943,36.81547959
9240,E904193,[국도45]아산석정교차로,국가교통정보센터(국도),127.005689,36.807489
9241,E904194,[국도45]아산어르목터널(01/02)(평택),국가교통정보센터(국도),127.026643,36.856768
9242,E904195,[국도45]아산어르목터널(02/02)(아산),국가교통정보센터(국도),127.01961,36.85085
9243,E904196,[국도45]아산음봉교차로,국가교통정보센터(국도),127.012195,36.846755
9244,E904197,[국도45]아산중암휴게소,국가교통정보센터(국도),127.0311765,36.88344202
9245,E900532,[국도45]예산광천1교,국가교통정보센터(국도),126.596558,36.664279
9246,E900533,[국도45]예산광천2교,국가교통정보센터(국도),126.605328,36.665387
9247,E900534,[국도45]예산광천교차로,국가교통정보센터(국도),126.610454,36.678954
9248,E900535,[국도45]예산대치교차로,국가교통정보센터(국도),126.620714,36.684302
9249,E900536,[국도45]예산덕산온천교차로,국가교통정보센터(국도),126.662787,36.686668
9250,E900537,[국도45]예산방아교차로,국가교통정보센터(국도),126.758869,36.6874194
9251,E900538,[국도45]예산삽교교차로,국가교통정보센터(국도),126.717075,36.688354
9252,E900539,[국도45]예산송산교차로,국가교통정보센터(국도),126.68068,36.688745
9253,E904198,[국도45]예산신원2교,국가교통정보센터(국도),126.816679,36.696822
9254,E900540,[국도45]예산안치교차로,국가교통정보센터(국도),126.69724,36.691139
9255,E900541,[국도45]예산임성교차로,국가교통정보센터(국도),126.783625,36.686869
9256,E900542,[국도45호선]광주도마삼거리,국가교통정보센터(국도),127.2728528,37.46811389
9257,E904199,[국도45호선]남양주금남교차로,국가교통정보센터(국도),127.3658972,37.64824444
9258,E904200,[국도45호선]남양주부엉배마을입구,국가교통정보센터(국도),127.329674,37.582267
9259,E900543,[국도45호선]남양주삼봉리연수원앞,국가교통정보센터(국도),127.341427777778,37.6055055555556
9260,E904201,[국도45호선]남양주송촌교,국가교통정보센터(국도),127.3244333,37.57231944
9261,E900544,[국도45호선]남양주영화촬영소입구교차로,국가교통정보센터(국도),127.338791666667,37.5948611111111
9262,E904202,[국도45호선]남양주운길산역,국가교통정보센터(국도),127.3114167,37.5552
9263,E904203,[국도45호선]남양주조안1리마을회관,국가교통정보센터(국도),127.3015941,37.53884344
9264,E900545,[국도45호선]남양주진중삼거리,국가교통정보센터(국도),127.307452,37.54934919
9265,E904204,[국도45호선]남양주화도읍금남리,국가교통정보센터(국도),127.3449583,37.61910556
9266,E900546,[국도45호선]서안성교차로,국가교통정보센터(국도),127.150373,37.037362
9267,E900547,[국도45호선]아산관대삼거리,국가교통정보센터(국도),127.034087,36.899664
9268,E900548,[국도45호선]아산관터사거리,국가교통정보센터(국도),127.031949,36.906411
9269,E904205,[국도45호선]아산남성과선교,국가교통정보센터(국도),126.94694,36.801671
9270,E900549,[국도45호선]아산동정삼거리,국가교통정보센터(국도),127.009595,36.831031
9271,E900550,[국도45호선]아산둔포교차로,국가교통정보센터(국도),127.034892,36.918445
9272,E900551,[국도45호선]아산송곡사거리,국가교통정보센터(국도),127.008172,36.798385
9273,E904206,[국도45호선]아산수장교차로,국가교통정보센터(국도),126.96133,36.80765
9274,E904207,[국도45호선]아산신달교차로,국가교통정보센터(국도),126.938854,36.792049
9275,E900554,[국도45호선]아산어르목터널(01/04)(아산),국가교통정보센터(국도),127.0248667,36.85565434
9276,E900555,[국도45호선]아산어르목터널(01/04)(평택),국가교통정보센터(국도),127.02147,36.85196
9277,E900556,[국도45호선]아산어르목터널(02/04)(아산),국가교통정보센터(국도),127.024119863,36.8549440827
9278,E900557,[국도45호선]아산어르목터널(02/04)(평택),국가교통정보센터(국도),127.021800556,36.8522702803999
9279,E900558,[국도45호선]아산어르목터널(03/04)(아산),국가교통정보센터(국도),127.0230317,36.8539372
9280,E900559,[국도45호선]아산어르목터널(03/04)(평택),국가교통정보센터(국도),127.0232782,36.85344154
9281,E900560,[국도45호선]아산어르목터널(04/04)(아산),국가교통정보센터(국도),127.021746177,36.8528840528
9282,E900561,[국도45호선]아산어르목터널(04/04)(평택),국가교통정보센터(국도),127.024692630999,36.8547905244999
9283,E900552,[국도45호선]아산어르목터널남단,국가교통정보센터(국도),127.0181783,36.8497251
9284,E900553,[국도45호선]아산어르목터널북단,국가교통정보센터(국도),127.027755,36.858916
9285,E900562,[국도45호선]아산운용교차로,국가교통정보센터(국도),127.045809,36.933112
9286,E900563,[국도45호선]아산원남교차로,국가교통정보센터(국도),127.027135,36.869708
9287,E904208,[국도45호선]안성도곡1교,국가교통정보센터(국도),127.210818,37.0770955
9288,E904209,[국도45호선]안성서안성교차로(2),국가교통정보센터(국도),127.1532173,37.0403289
9289,E904210,[국도45호선]안성서안성휴게소,국가교통정보센터(국도),127.2099481,37.0850646
9290,E904211,[국도45호선]안성안성JC,국가교통정보센터(국도),127.1426153,37.0344765
9291,E900564,[국도45호선]안성양성교,국가교통정보센터(국도),127.200525,37.071325
9292,E900565,[국도45호선]안성양성교차로,국가교통정보센터(국도),127.2078,37.0718944444444
9293,E904212,[국도45호선]안성이현교차로앞,국가교통정보센터(국도),127.213538888889,37.0941527777778
9294,E904213,[국도45호선]안성칠곡교차로(2),국가교통정보센터(국도),127.1610119,37.0491071
9295,E900566,[국도45호선]용인남리교차로,국가교통정보센터(국도),127.2093792,37.21859153
9296,E900567,[국도45호선]용인덕성교차로,국가교통정보센터(국도),127.2029,37.1791916666667
9297,E904214,[국도45호선]용인둔전제일초교입구,국가교통정보센터(국도),127.2186861,37.27644167
